Date/Time,T_amb_C,RH_pct,GHI_Wm2
2001-01-01 00:00:00,9.71311165281699,60,0.0
2001-01-01 01:00:00,9.313509962798472,60,0.0
2001-01-01 02:00:00,9.177213267954745,60,0.0
2001-01-01 03:00:00,9.313509962798472,60,0.0
2001-01-01 04:00:00,9.713111652816991,60,0.0
2001-01-01 05:00:00,10.348786143208555,60,0.0
2001-01-01 06:00:00,11.177213267954745,60,0.0
2001-01-01 07:00:00,12.141937087544662,60,1.336592829558419
2001-01-01 08:00:00,13.177213267954745,60,2.5820990666065193
2001-01-01 09:00:00,14.212489448364828,60,3.6516395193858497
2001-01-01 10:00:00,15.177213267954745,60,4.472326773538667
2001-01-01 11:00:00,16.005640392700933,60,4.988232348944269
2001-01-01 12:00:00,16.641314883092498,60,5.1641981332130396
2001-01-01 13:00:00,17.04091657311102,60,4.988232348944269
2001-01-01 14:00:00,17.177213267954745,60,4.472326773538667
2001-01-01 15:00:00,17.04091657311102,60,3.65163951938585
2001-01-01 16:00:00,16.641314883092498,60,2.5820990666065193
2001-01-01 17:00:00,16.005640392700936,60,1.3365928295584206
2001-01-01 18:00:00,15.177213267954745,60,6.324318714002085e-16
2001-01-01 19:00:00,14.21248944836483,60,0.0
2001-01-01 20:00:00,13.177213267954745,60,0.0
2001-01-01 21:00:00,12.141937087544662,60,0.0
2001-01-01 22:00:00,11.177213267954746,60,0.0
2001-01-01 23:00:00,10.348786143208557,60,0.0
2001-01-02 00:00:00,9.74309474348288,60,0.0
2001-01-02 01:00:00,9.343493053464362,60,0.0
2001-01-02 02:00:00,9.207196358620635,60,0.0
2001-01-02 03:00:00,9.343493053464362,60,0.0
2001-01-02 04:00:00,9.743094743482882,60,0.0
2001-01-02 05:00:00,10.378769233874445,60,0.0
2001-01-02 06:00:00,11.207196358620635,60,0.0
2001-01-02 07:00:00,12.171920178210552,60,2.6730866419576382
2001-01-02 08:00:00,13.207196358620635,60,5.1640068467504046
2001-01-02 09:00:00,14.242472539030718,60,7.303008518861944
2001-01-02 10:00:00,15.207196358620635,60,8.944322229205252
2001-01-02 11:00:00,16.035623483366827,60,9.976095160819582
2001-01-02 12:00:00,16.67129797375839,60,10.32801369350081
2001-01-02 13:00:00,17.07089966377691,60,9.976095160819582
2001-01-02 14:00:00,17.207196358620635,60,8.944322229205252
2001-01-02 15:00:00,17.07089966377691,60,7.303008518861945
2001-01-02 16:00:00,16.67129797375839,60,5.1640068467504046
2001-01-02 17:00:00,16.035623483366827,60,2.6730866419576413
2001-01-02 18:00:00,15.207196358620635,60,1.26481689112958e-15
2001-01-02 19:00:00,14.24247253903072,60,0.0
2001-01-02 20:00:00,13.207196358620635,60,0.0
2001-01-02 21:00:00,12.171920178210552,60,0.0
2001-01-02 22:00:00,11.207196358620637,60,0.0
2001-01-02 23:00:00,10.378769233874447,60,0.0
2001-01-03 00:00:00,9.775387010050187,60,0.0
2001-01-03 01:00:00,9.37578532003167,60,0.0
2001-01-03 02:00:00,9.239488625187942,60,0.0
2001-01-03 03:00:00,9.37578532003167,60,0.0
2001-01-03 04:00:00,9.775387010050189,60,0.0
2001-01-03 05:00:00,10.411061500441752,60,0.0
2001-01-03 06:00:00,11.239488625187942,60,0.0
2001-01-03 07:00:00,12.204212444777859,60,4.009382427373824
2001-01-03 08:00:00,13.239488625187942,60,7.745532068139861
2001-01-03 09:00:00,14.274764805598025,60,10.95383649855912
2001-01-03 10:00:00,15.239488625187942,60,13.415655073672285
2001-01-03 11:00:00,16.06791574993413,60,14.963218925932944
2001-01-03 12:00:00,16.703590240325696,60,15.491064136279723
2001-01-03 13:00:00,17.103191930344217,60,14.963218925932944
2001-01-03 14:00:00,17.239488625187942,60,13.415655073672285
2001-01-03 15:00:00,17.103191930344217,60,10.95383649855912
2001-01-03 16:00:00,16.703590240325696,60,7.745532068139861
2001-01-03 17:00:00,16.067915749934134,60,4.009382427373828
2001-01-03 18:00:00,15.239488625187942,60,1.897108210988132e-15
2001-01-03 19:00:00,14.274764805598027,60,0.0
2001-01-03 20:00:00,13.239488625187942,60,0.0
2001-01-03 21:00:00,12.204212444777859,60,0.0
2001-01-03 22:00:00,11.239488625187944,60,0.0
2001-01-03 23:00:00,10.411061500441754,60,0.0
2001-01-04 00:00:00,9.809978883623407,60,0.0
2001-01-04 01:00:00,9.410377193604889,60,0.0
2001-01-04 02:00:00,9.274080498761162,60,0.0
2001-01-04 03:00:00,9.410377193604889,60,0.0
2001-01-04 04:00:00,9.809978883623408,60,0.0
2001-01-04 05:00:00,10.445653374014972,60,0.0
2001-01-04 06:00:00,11.274080498761162,60,0.0
2001-01-04 07:00:00,12.238804318351079,60,5.345381190653329
2001-01-04 08:00:00,13.274080498761162,60,10.32648348682372
2001-01-04 09:00:00,14.309356679171245,60,14.603852998687914
2001-01-04 10:00:00,15.274080498761162,60,17.885994062699705
2001-01-04 11:00:00,16.10250762350735,60,19.949234189341247
2001-01-04 12:00:00,16.738182113898915,60,20.652966973647445
2001-01-04 13:00:00,17.137783803917436,60,19.949234189341247
2001-01-04 14:00:00,17.274080498761162,60,17.885994062699705
2001-01-04 15:00:00,17.137783803917436,60,14.603852998687916
2001-01-04 16:00:00,16.738182113898915,60,10.32648348682372
2001-01-04 17:00:00,16.102507623507353,60,5.3453811906533355
2001-01-04 18:00:00,15.274080498761162,60,2.529258989717334e-15
2001-01-04 19:00:00,14.309356679171247,60,0.0
2001-01-04 20:00:00,13.274080498761162,60,0.0
2001-01-04 21:00:00,12.238804318351079,60,0.0
2001-01-04 22:00:00,11.274080498761164,60,0.0
2001-01-04 23:00:00,10.445653374014974,60,0.0
2001-01-05 00:00:00,9.846860113883839,60,0.0
2001-01-05 01:00:00,9.447258423865321,60,0.0
2001-01-05 02:00:00,9.310961729021594,60,0.0
2001-01-05 03:00:00,9.447258423865321,60,0.0
2001-01-05 04:00:00,9.846860113883839,60,0.0
2001-01-05 05:00:00,10.482534604275404,60,0.0
2001-01-05 06:00:00,11.310961729021594,60,0.0
2001-01-05 07:00:00,12.275685548611511,60,6.680983958646437
2001-01-05 08:00:00,13.310961729021594,60,12.90666990135914
2001-01-05 09:00:00,14.346237909431677,60,18.252787619574715
2001-01-05 10:00:00,15.310961729021594,60,22.355008025674024
2001-01-05 11:00:00,16.139388853767784,60,24.93377157822115
2001-01-05 12:00:00,16.77506334415935,60,25.813339802718286
2001-01-05 13:00:00,17.174665034177867,60,24.93377157822115
2001-01-05 14:00:00,17.310961729021592,60,22.355008025674024
2001-01-05 15:00:00,17.174665034177867,60,18.252787619574715
2001-01-05 16:00:00,16.77506334415935,60,12.90666990135914
2001-01-05 17:00:00,16.139388853767784,60,6.680983958646445
2001-01-05 18:00:00,15.310961729021594,60,3.1612223964701915e-15
2001-01-05 19:00:00,14.346237909431679,60,0.0
2001-01-05 20:00:00,13.310961729021594,60,0.0
2001-01-05 21:00:00,12.275685548611511,60,0.0
2001-01-05 22:00:00,11.310961729021596,60,0.0
2001-01-05 23:00:00,10.482534604275406,60,0.0
2001-01-06 00:00:00,9.886019772127,60,0.0
2001-01-06 01:00:00,9.486418082108482,60,0.0
2001-01-06 02:00:00,9.350121387264755,60,0.0
2001-01-06 03:00:00,9.486418082108482,60,0.0
2001-01-06 04:00:00,9.886019772127,60,0.0
2001-01-06 05:00:00,10.521694262518565,60,0.0
2001-01-06 06:00:00,11.350121387264755,60,0.0
2001-01-06 07:00:00,12.314845206854672,60,8.016091787539457
2001-01-06 08:00:00,13.350121387264755,60,15.485900166976126
2001-01-06 09:00:00,14.385397567674838,60,21.900370041693417
2001-01-06 10:00:00,15.350121387264755,60,26.822365890142017
2001-01-06 11:00:00,16.178548512010945,60,29.916461829232876
2001-01-06 12:00:00,16.81422300240251,60,30.97180033395226
2001-01-06 13:00:00,17.213824692421028,60,29.916461829232876
2001-01-06 14:00:00,17.350121387264757,60,26.822365890142017
2001-01-06 15:00:00,17.213824692421028,60,21.90037004169342
2001-01-06 16:00:00,16.81422300240251,60,15.485900166976126
2001-01-06 17:00:00,16.178548512010945,60,8.016091787539466
2001-01-06 18:00:00,15.350121387264755,60,3.792951614280556e-15
2001-01-06 19:00:00,14.38539756767484,60,0.0
2001-01-06 20:00:00,13.350121387264755,60,0.0
2001-01-06 21:00:00,12.314845206854672,60,0.0
2001-01-06 22:00:00,11.350121387264757,60,0.0
2001-01-06 23:00:00,10.521694262518567,60,0.0
2001-01-07 00:00:00,9.927446254501016,60,0.0
2001-01-07 01:00:00,9.527844564482498,60,0.0
2001-01-07 02:00:00,9.39154786963877,60,0.0
2001-01-07 03:00:00,9.527844564482498,60,0.0
2001-01-07 04:00:00,9.927446254501017,60,0.0
2001-01-07 05:00:00,10.563120744892581,60,0.0
2001-01-07 06:00:00,11.39154786963877,60,0.0
2001-01-07 07:00:00,12.356271689228688,60,9.35060577018466
2001-01-07 08:00:00,13.39154786963877,60,18.063983209737895
2001-01-07 09:00:00,14.426824050048854,60,25.546330045691207
2001-01-07 10:00:00,15.39154786963877,60,31.287736706337167
2001-01-07 11:00:00,16.219974994384962,60,34.89693581587587
2001-01-07 12:00:00,16.855649484776524,60,36.1279664194758
2001-01-07 13:00:00,17.255251174795045,60,34.89693581587587
2001-01-07 14:00:00,17.39154786963877,60,31.287736706337167
2001-01-07 15:00:00,17.255251174795045,60,25.54633004569121
2001-01-07 16:00:00,16.855649484776524,60,18.063983209737895
2001-01-07 17:00:00,16.219974994384962,60,9.350605770184671
2001-01-07 18:00:00,15.39154786963877,60,4.42439984353141e-15
2001-01-07 19:00:00,14.426824050048856,60,0.0
2001-01-07 20:00:00,13.39154786963877,60,0.0
2001-01-07 21:00:00,12.356271689228688,60,0.0
2001-01-07 22:00:00,11.391547869638773,60,0.0
2001-01-07 23:00:00,10.563120744892583,60,0.0
2001-01-08 00:00:00,9.971127285445105,60,0.0
2001-01-08 01:00:00,9.571525595426587,60,0.0
2001-01-08 02:00:00,9.43522890058286,60,0.0
2001-01-08 03:00:00,9.571525595426587,60,0.0
2001-01-08 04:00:00,9.971127285445107,60,0.0
2001-01-08 05:00:00,10.60680177583667,60,0.0
2001-01-08 06:00:00,11.43522890058286,60,0.0
2001-01-08 07:00:00,12.399952720172777,60,10.684427043427505
2001-01-08 08:00:00,13.43522890058286,60,20.640728040695954
2001-01-08 09:00:00,14.470505080992943,60,29.190397532406863
2001-01-08 10:00:00,15.43522890058286,60,35.75078967169701
2001-01-08 11:00:00,16.26365602532905,60,39.87482457583437
2001-01-08 12:00:00,16.899330515720614,60,41.281456081391916
2001-01-08 13:00:00,17.298932205739135,60,39.87482457583437
2001-01-08 14:00:00,17.43522890058286,60,35.75078967169701
2001-01-08 15:00:00,17.298932205739135,60,29.190397532406866
2001-01-08 16:00:00,16.899330515720614,60,20.640728040695954
2001-01-08 17:00:00,16.263656025329052,60,10.684427043427515
2001-01-08 18:00:00,15.43522890058286,60,5.055520305421865e-15
2001-01-08 19:00:00,14.470505080992945,60,0.0
2001-01-08 20:00:00,13.43522890058286,60,0.0
2001-01-08 21:00:00,12.399952720172777,60,0.0
2001-01-08 22:00:00,11.435228900582862,60,0.0
2001-01-08 23:00:00,10.606801775836672,60,0.0
